parent,distance,keytag,importance,biz_ext,type,photos,building,typecode,shopinfo,poiweight,adname,featured_reviews_remake,tel,id,address,space_num,pname,biz_type,cityname,childtype,atag,name,location,shopid,favorite_num,featured_reviews,rating,cost,cost_missing,rating_missing,rating_is_zero,valid_for_model,type_main,cat_level1,cat_level2,tag_list
[],[],徽菜,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],上城区,[],18714957831,B0L34HFW9R,杭州东站出发层(火车东站地铁站A口步行80米),[],浙江省,diner,杭州市,[],[],老乡鸡(杭州东站店),"120.213238,30.291498",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;餐饮相关场所;餐饮相关,餐饮服务,餐饮相关场所,[]
B0FFLFBRI3,[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],富阳区,[],0571-63523182,B0HUDCK399,新桥新路28号富阳万达广场3F3036-3037号商铺,[],浙江省,diner,杭州市,202,"徽菜,牛肉,家常菜,酸菜鱼",小菜园新徽菜(杭州富阳万达店),"119.932799,30.088849",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['徽菜', '牛肉', '家常菜', '酸菜鱼']"
B0FFG4HJXM,[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],拱墅区,[],13777456891,B0I30UK3Q8,沈半路118号善贤人家(善贤地铁站B1口步行70米),[],浙江省,diner,杭州市,320,"鸡汤,地锅鸡",皖碗鸡(善贤人家店),"120.161292,30.317586",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['鸡汤', '地锅鸡']"
B023B13GTC,[],鱼,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],余杭区,[],13064731000;13968021548,B0FFKEEAVK,朱家路276-278号,[],浙江省,diner,杭州市,320,"三道菜,小龙虾,地锅鸡,烧烤大排档,青椒,回锅肉",皖北地锅鸡,"120.090112,30.340903",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;餐饮相关场所;餐饮相关,餐饮服务,餐饮相关场所,"['三道菜', '小龙虾', '地锅鸡', '烧烤大排档', '青椒', '回锅肉']"
B0FFKQ4L36,[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],临平区,[],15068819674,B0HUBYCQ3D,星桥街道星都路16号博鸿大厦一层12号,[],浙江省,diner,杭州市,202,地锅鸡,皖宴地锅鸡·地锅鱼,"120.262915,30.380722",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['地锅鸡']
B0FFKFEZ6H,[],徽菜,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],建德市,[],0571-64750983,B0K05HSS3E,新安江街道严东关路南北盛德国际广场恒太城M层小菜园,[],浙江省,diner,杭州市,202,徽菜,小菜园新徽菜(杭州建德恒太城店),"119.276725,29.471195",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;餐饮相关场所;餐饮相关,餐饮服务,餐饮相关场所,['徽菜']
B0FFHREP95,[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],西湖区,[],18056130317,B0IUK5RT8T,霞鸣街157号万美商务中心F1层,[],浙江省,diner,杭州市,202,地锅鸡,皖碗地锅鸡(万美商务中心店),"120.069554,30.143037",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['地锅鸡']
B0FFF6WJVL,[],徽菜,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],上城区,[],[],B0LKMD695L,九堡佳苑3区11排15号,[],浙江省,diner,杭州市,320,杂面条,马姐阜阳杂面条烂猪蹄,"120.287761,30.313502",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;餐饮相关场所;餐饮相关,餐饮服务,餐饮相关场所,['杂面条']
B023B0A7KR,[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,1,[],建德市,[],18867523452,B0IAU51QPG,明珠路150号(锦华园西北1门旁),[],浙江省,diner,杭州市,320,"五花肉,地锅鸡,手擀面,豆腐",铁锅年代地锅鸡(明珠路店),"119.294727,29.489749",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,"['五花肉', '地锅鸡', '手擀面', '豆腐']"
[],[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],余杭区,[],13777481734;13819298738,B0GRLXQLK9,锦城街与青春路交叉口东40米,[],浙江省,diner,杭州市,[],"老豆腐,铁锅炖大鹅,牛肉卷",皖北地锅鸡(锦城街店),"119.871356,30.382811",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['老豆腐', '铁锅炖大鹅', '牛肉卷']"
B0KUNLPDP9,[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],临平区,[],18358190099,B0KUGCRGIK,临平街道瑞聚商务中心1幢111-2室,[],浙江省,diner,杭州市,202,地锅鸡,皖宴地锅鸡(瑞聚大厦店),"120.276321,30.452241",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['地锅鸡']
B0K62A5UAJ,[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,0,[],临平区,[],0571-86248807,B0LKRC6XQY,崇贤街道崇杭街777号杭州城北花园城L4027,[],浙江省,diner,杭州市,201,徽菜,小菜园新徽菜(杭州临平城北花园城店),"120.159050,30.381612",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,['徽菜']
[],[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,1,[],临安区,[],19016983018,B0K6HCBA33,龙岗镇兴龙村外卯28号,[],浙江省,diner,杭州市,[],"农家菜,现杀土鸡煲",忆浙西·浙西农家菜(龙岗店),"119.140533,30.164059",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,"['农家菜', '现杀土鸡煲']"
[],[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,0,[],临安区,[],13136100177;15967159148,B0FFG4DFZX,新民街119号(吕家弄我行我素旁),[],浙江省,diner,杭州市,[],蛋炒饭,老安徽砂锅(新民街店),"119.717058,30.232277",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,['蛋炒饭']
[],[],中餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,1,[],建德市,[],0571-64188975,B0FFF4QH22,210省道西50米,[],浙江省,diner,杭州市,[],"农家菜,鱼头豆腐汤",浙皖饭店,"119.741800,29.577123",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['农家菜', '鱼头豆腐汤']"
[],[],徽菜,[],[],餐饮服务;中餐厅;特色/地方风味餐厅,[],[],050118,0,[],余杭区,[],15168216772,B0FFGFQR8Z,莫干山路,[],浙江省,diner,杭州市,[],"鸡肉,地锅鸡",何记皖北地锅鸡(良诸店),"120.043259,30.379706",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;特色/地方风味餐厅,餐饮服务,中餐厅,"['鸡肉', '地锅鸡']"
B0FFF7U93I,[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,0,[],上城区,[],13588884911,B0FFI86XMY,商行街九堡家苑三区8排22号1楼103室,[],浙江省,diner,杭州市,202,"鸡肉,地锅鸡",安徽地锅鸡(九堡家苑店),"120.286694,30.312522",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,"['鸡肉', '地锅鸡']"
B0FFGARB5V,[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,0,[],余杭区,[],0571-88773066,B0JG77Z1DT,古墩路1333号金地广场4楼,[],浙江省,diner,杭州市,202,"徽菜,鸡爪,土豆丝",小菜园新徽菜(杭州余杭金地店),"120.082510,30.339805",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,"['徽菜', '鸡爪', '土豆丝']"
B0FFHEJYMN,[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],萧山区,[],19032292201,B0KAO501IN,萧山经济技术开发区明星路433、435号,[],浙江省,diner,杭州市,202,"地锅鸡,鸡肉",大俺徽地锅鸡(乐创城店),"120.248735,30.205507",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['地锅鸡', '鸡肉']"
[],[],中餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,1,[],淳安县,[],13806509496,B0I31S2WBG,环湖南路8-31,[],浙江省,diner,杭州市,[],[],浙皖楼饭店,"119.059423,29.592620",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,[]
[],[],中餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,1,[],钱塘区,[],18137635255,B0JBSCQ44I,临江创慧园长风路皖员外地锅鸡,[],浙江省,diner,杭州市,[],地锅鸡,皖员外地锅鸡(临江店),"120.596021,30.293470",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['地锅鸡']
B0FFF79QUF,[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,0,[],钱塘区,[],[],B0FFFN3Q98,学林街高沙小区193号,[],浙江省,diner,杭州市,202,[],徽派菜馆(高沙小区店),"120.336623,30.317672",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,[]
B0FFI789D8,[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],余杭区,[],[],B0JK5M82WI,良渚街道颐和江南府,[],浙江省,diner,杭州市,320,[],徽州人家(北大资源·颐和江南店),"120.041842,30.367950",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,[]
B023B19J99,[],徽菜,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,1,[],余杭区,[],15058191480,B0FFKERA8W,东狮路同城印象花苑32-6号,[],浙江省,diner,杭州市,320,鸡肉,皖北地锅鸡(余杭万达店),"119.951386,30.270445",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;餐饮相关场所;餐饮相关,餐饮服务,餐饮相关场所,['鸡肉']
[],[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],临安区,[],18268128313,B0FFG8EYCK,太阳镇迎宾路23号,[],浙江省,diner,杭州市,[],[],嘟嘟宝私房菜馆,"119.306949,30.181435",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,[]
B0FFHD44UU,[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,0,[],钱塘区,[],13738116925,B0FFJMF6T5,杭州市浙江省钱塘区浙江省钱塘区江月路74号,[],浙江省,diner,杭州市,320,"双人餐,排骨,单人餐,鸡肉",安徽地锅鸡,"120.386319,30.331966",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,"['双人餐', '排骨', '单人餐', '鸡肉']"
B0G1BOBER5,[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,1,[],建德市,[],0571-64000735;13676820320,B0KA9DK331,洋溪街道街道洋安社区荷映路107号八佰伴购物中心三楼,[],浙江省,diner,杭州市,202,地锅鸡,皖佬地锅鸡(江和城购物中心店),"119.311980,29.500369",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['地锅鸡']
B0FFJD8RUG,[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,0,[],西湖区,[],0571-85095828,B0MACZVUMQ,三墩镇古墩路1009号龙致商业中心6幢4层,[],浙江省,diner,杭州市,202,徽菜,小菜园新徽菜(杭州西湖龙湖紫荆天街店),"120.091332,30.320375",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,['徽菜']
[],[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],富阳区,[],15255906118;18056783702,B0G30BG83G,东洲街道民联村里浮沙47号,[],浙江省,diner,杭州市,[],"三道菜,酸菜鱼,蛋炒饭,麻婆豆腐",皖北地锅鸡(三号路店),"120.060552,30.084964",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['三道菜', '酸菜鱼', '蛋炒饭', '麻婆豆腐']"
B0GU2NCYJQ,[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],萧山区,[],[],B0G3XAET6Z,萧山区经济技术开发区市心北路290号,[],浙江省,diner,杭州市,202,蛋炒饭,淮南牛肉汤(市心北路店),"120.269524,30.209140",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['蛋炒饭']
[],[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],富阳区,[],0571-63363277;18058751556,B0H0JZSTQG,富春街道幸福北路35号,[],浙江省,diner,杭州市,[],双人餐,皖缘粗菜馆,"119.964109,30.051440",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['双人餐']
B023B17UVG,[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],钱塘区,[],13989876299,B0L3P7HDLE,松乔街494号,[],浙江省,diner,杭州市,202,[],阜阳格拉条卷馍(下沙店),"120.342304,30.324876",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,[]
B023B07GWU,[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,0,[],萧山区,[],13588167783,B0MAAC9EL0,临浦镇临浦综合农贸市场8-11号,[],浙江省,diner,杭州市,202,"五花肉,地锅鸡,排骨",徽府地锅鸡(临浦店),"120.244725,30.049125",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,"['五花肉', '地锅鸡', '排骨']"
B0G1PCL48J,[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,0,[],上城区,[],0571-88020868,B0L0DZN06G,彭埠街道九和路583号七堡花园城L423,[],浙江省,diner,杭州市,320,徽菜,小菜园新徽菜(杭州上城七堡花园城店),"120.242500,30.300279",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,['徽菜']
B0FFHCXVFU,[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,0,[],上城区,[],[],B0MBXUYV9H,笕桥镇俞章路106嘉家佳公寓,[],浙江省,diner,杭州市,320,[],徽香阁,"120.201504,30.321159",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,[]
B023B08WDR,[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],上城区,[],18795886013,B0J11C2AV6,城东新城天城路1号杭州东站2层,[],浙江省,diner,杭州市,201,"五花肉,红烧肉,鱼香肉丝",蒸小皖(杭州东站店),"120.211627,30.290801",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['五花肉', '红烧肉', '鱼香肉丝']"
B023B1FRA2,[],特色菜系,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],临平区,[],18258106869,B0FFHW59I9,汇贤街10-75,[],浙江省,diner,杭州市,320,[],皖北地锅鸡(佳源名城店),"120.173624,30.380814",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,[]
B0FFGDFFX5,[],中餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,1,[],钱塘区,[],13136169893;15655452151;15655463250,B0FFLA6F4O,钱塘区经济技术开发区世茂江滨商业中心3幢商铺101-8号,[],浙江省,diner,杭州市,202,"地三鲜,土豆片,海鲜炒饭",安徽香辣馆(世茂店),"120.378798,30.286651",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['地三鲜', '土豆片', '海鲜炒饭']"
[],[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],萧山区,[],15868150840;18258466170,B0IA296CCI,新塘街道新螺路沿线卓成工业园区(一都孙园区)9-103室,[],浙江省,diner,杭州市,[],"肉片,麻辣豆腐,干锅肥肠,水煮鱼,酸辣汤",安徽饭店,"120.298449,30.144196",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['肉片', '麻辣豆腐', '干锅肥肠', '水煮鱼', '酸辣汤']"
B0IGJ4GVW6,[],小吃快餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,1,[],临平区,[],13162680772,B0LUMS2VLV,乔司街道乔安路345号,[],浙江省,diner,杭州市,320,[],淮南黄牛汤,"120.281345,30.350511",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,[]
[],[],徽菜,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],富阳区,[],15068732877,B0H17S5P7L,振兴路205号,[],浙江省,diner,杭州市,[],"酸菜鱼,土豆丝",徽州人家(振兴路店),"119.941841,30.058028",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;餐饮相关场所;餐饮相关,餐饮服务,餐饮相关场所,"['酸菜鱼', '土豆丝']"
B0FFF464ZU,[],中餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,1,[],钱塘区,[],18069415797;18868723715,B0FFHSHO9L,元成东盛家园南门旁,[],浙江省,diner,杭州市,320,鸡肉,农家大灶台(松乔街店),"120.341258,30.324728",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['鸡肉']
[],[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],临平区,[],18167108980,B0HAUCSSAP,乔司泥桥村口腔诊所西南侧240米,[],浙江省,diner,杭州市,[],地锅鸡,何记皖北地锅鸡(乔司店),"120.238833,30.342522",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['地锅鸡']
[],[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,0,[],临平区,[],15257114162,B0FFH0XGGU,朝阳村七组193号,[],浙江省,diner,杭州市,[],"蛋炒饭,酸菜鱼,辣子鸡,鱼鲜",江西香辣馆(朝阳店),"120.266871,30.334074",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,"['蛋炒饭', '酸菜鱼', '辣子鸡', '鱼鲜']"
B0FFFYUCHZ,[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],临平区,[],15397165897,B0KAURH3YL,欣北钱江国际广场北区5号楼,[],浙江省,diner,杭州市,202,[],皖北地锅鸡(临平欣北店),"120.251934,30.468660",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,[]
[],[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,1,[],临平区,[],13456751898,B0FFK7186R,塘栖镇塘栖路391号,[],浙江省,diner,杭州市,[],鸡肉,何记皖北地锅鸡(塘栖店),"120.194740,30.477885",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,['鸡肉']
[],[],汤锅,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,1,[],上城区,[],19157687013,B0FFHHABIS,范家路218号李记淮南牛肉汤,[],浙江省,diner,杭州市,[],[],淮南牛肉汤(范家路),"120.199538,30.290718",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,[]
[],[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,1,[],萧山区,[],18069854692,B0JB75MLN2,红阳路256号,[],浙江省,diner,杭州市,[],"地锅鸡,农家菜,锅贴",皖员外地锅鸡(益农店),"120.590154,30.194862",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,"['地锅鸡', '农家菜', '锅贴']"
[],[],农家菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],余杭区,[],18806810266,B0FFG97583,通信桥路13-2,[],浙江省,diner,杭州市,[],鸡肉,皖豫土菜馆,"120.086851,30.354390",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['鸡肉']
B0FFFYSUMA,[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,0,[],余杭区,[],13335815680,B0L0ZRG4EQ,仓前街道景兴路666号西溪永乐城1层,[],浙江省,diner,杭州市,320,[],伍味徽菜馆,"120.005011,30.274747",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,[]
[],[],中餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,1,[],富阳区,[],17318501796,B0HBTC4BR0,东洲街道五星村南江路180号,[],浙江省,diner,杭州市,[],"老豆腐,芝士年糕,蛋炒饭,地锅鸡,宫保鸡丁",皖北地锅鸡(南江路店),"120.057582,30.059829",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['老豆腐', '芝士年糕', '蛋炒饭', '地锅鸡', '宫保鸡丁']"
[],[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,1,[],萧山区,[],17755807090,B0KAMR50WO,新街街道盛乐村6组3号,[],浙江省,diner,杭州市,[],地锅鸡,皖掌柜地锅鸡(盛乐店),"120.308632,30.213448",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['地锅鸡']
B0FFFQYX7M,[],农家菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],余杭区,[],15088776729;18413259789,B0L3UCGXJ5,古墩路1701-1703号,[],浙江省,diner,杭州市,320,"梅干菜鸡爪,干锅鸭头,碳烤羊,臭鳜鱼,香辣小龙虾",徽州土菜馆,"120.071706,30.351660",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['梅干菜鸡爪', '干锅鸭头', '碳烤羊', '臭鳜鱼', '香辣小龙虾']"
B0FFHLKFHR,[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],余杭区,[],15062642417;18368106994,B0H1O1WH6N,乐富海邦园东北门旁,[],浙江省,diner,杭州市,202,[],徽州小锅菜(乐富海邦园分店),"120.010055,30.283744",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,[]
B023B18JO4,[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,0,[],萧山区,[],0571-83526785;15695888807;18268095672,B0FFKPHUUC,皓月路万和国际180号,[],浙江省,diner,杭州市,202,水煮花生,徽馆.无为土菜馆(万和店),"120.256644,30.233234",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,['水煮花生']
[],[],徽菜,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],萧山区,[],18726701073,B0FFKHE3UD,瓜沥镇友谊路417号,[],浙江省,diner,杭州市,[],[],皖北地锅鸡(瓜沥店),"120.457865,30.184525",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;餐饮相关场所;餐饮相关,餐饮服务,餐饮相关场所,[]
B023B13YA7,[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],临平区,[],18857783171,B0L1MRH1FT,星桥街道星桥北路53、55、57号,[],浙江省,diner,杭州市,320,"素菜,双人餐",安徽农家地锅鸡(星桥店),"120.259622,30.397720",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['素菜', '双人餐']"
B0FFFCRF52,[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,1,[],富阳区,[],13735827707,B0FFH8JUUC,春秋北路巨利新村18号,[],浙江省,diner,杭州市,202,家常菜,姐妹徽菜馆,"119.938410,30.068025",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,['家常菜']
B023B0BVA0,[],徽菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],钱塘区,[],13429622061,B0IDHUMI0G,上沙路铭和苑新荷坊12商铺,[],浙江省,diner,杭州市,320,"泡汤,烧菜,羊肉面,羊杂汤,羊肉汤,羊肉火锅",皖北羊肉馆(铭和苑新荷坊店),"120.328443,30.316349",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['泡汤', '烧菜', '羊肉面', '羊杂汤', '羊肉汤', '羊肉火锅']"
[],[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,1,[],萧山区,[],15868839871;15968861793,B0FFFE6IA2,坎山镇光明桥,[],浙江省,diner,杭州市,[],[],安徽饭店(坎红路),"120.397035,30.213975",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,[]
B0FFI9F2ID,[],徽菜,[],[],餐饮服务;中餐厅;安徽菜(徽菜),[],[],050109,1,[],上城区,[],13989864782,B0H3S4I765,笕桥街道笕丁路223号,[],浙江省,diner,杭州市,320,[],安徽菜馆(横塘6区南区店),"120.223758,30.334103",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;安徽菜(徽菜),餐饮服务,中餐厅,[]
